0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3260,RBBN,Ribbon Communications Inc.,2.65,3,4.8,484346624,0.484346624, N/A ,3.33,1,2,1.67,1.67,D,C,C-,C-,B+
3261,MBRX,Moleculin Biotech| Inc.,2.65,N/A,4.33,11685693,0.011685693, N/A ,4.33,0.67,1.67,0.67,4,D-,C-,D-,A,A+
3262,NBSE,NeuBase Therapeutics| Inc.,2.65,N/A,3,4048467,0.004048467, N/A ,4.33,0.67,1.33,0,4.33,D-,D+,F,A+,A+
3263,OCFC,OceanFirst Financial Corp.,2.65,4,4,970342660,0.97034266,0.05,3.33,2,2,1,1.33,C,C,D,D+,B+
3264,SHWZ,Medicine Man Technologies| Inc.,2.65,3,5,69178640,0.06917864, N/A ,4.33,3.67,3.67,2.33,0.67,A-,A-,C+,D-,A+
3265,AUST,Austin Gold Corp.,2.65,N/A,4,11145615,0.011145615, N/A ,3,3.33,1,1.33,3,B+,D,D+,B,B
3266,BOLT,Bolt Biotherapeutics| Inc.,2.65,N/A,4.25,49336280,0.04933628, N/A ,4.33,2,2.67,2.33,1.67,C,B-,C+,C-,A+
3267,B,Barnes Group Inc.,2.65,3,3.5,1839775100,1.8397751,0.0176,1.67,1.67,2.33,1.67,1.67,C-,C+,C-,C-,C-
3268,ESMT,EngageSmart| Inc.,2.65,4,4.36,2965627390,2.96562739, N/A ,0.67,4,3,2,1.33,A,B,C,D+,D-
3269,AYTU,Aytu BioPharma| Inc.,2.65,N/A,4,8451527,0.008451527, N/A ,4.33,3.33,3,1.33,0.67,B+,B,D+,D-,A+
3270,ARTL,Artelo Biosciences| Inc.,2.65,N/A,4.33,4184247,0.004184247, N/A ,4.33,0.67,1.67,1,3,D-,C-,D,B,A+
3271,INSE,Inspired Entertainment| Inc.,2.65,4,4.8,329470688,0.329470688, N/A ,2.33,3.33,2.33,2,1,B+,C+,C,D,C+
3272,SLQT,SelectQuote| Inc.,2.65,3,3,207939488,0.207939488, N/A ,1.67,3,1,1.33,2.67,B,D,D+,B-,C-
3273,FIVE,Five Below| Inc.,2.65,3.25,4.5,8954265600,8.9542656, N/A ,0.67,3.33,2.67,1.67,0.67,B+,B-,C-,D-,D-
3274,REPL,Replimune Group| Inc.,2.65,4.5,4.44,1092022020,1.09202202, N/A ,2.33,3,2.67,2.33,2.33,B,B-,C+,C+,C+
3275,FTEK,Fuel Tech| Inc.,2.65,N/A,4,35854648,0.035854648, N/A ,4,2.67,1.67,1.33,1,B-,C-,D+,D,A
3276,CAG,Conagra Brands| Inc.,2.65,3.66,3.31,13829465100,13.8294651,0.0463,3,0.67,2.67,1.33,1.33,D-,B-,D+,D+,B
3277,OCX,OncoCyte Corporation,2.65,N/A,3.6,27030244,0.027030244, N/A ,3,1.33,2.33,1,4,D+,C+,D,A,B
3278,RERE,ATRenew Inc.,2.65,3.33,4,456599072,0.456599072, N/A ,4,2.67,0.67,0.67,2.33,B-,D-,D-,C+,A
3279,APLIF,Appili Therapeutics Inc.,2.65,N/A,N/A,4482704.5,0.004482705, N/A ,1.33,-1,0,3.67,2.33,N/A,F,A-,C+,D+
3280,MDNA,Medicenna Therapeutics Corp.,2.64,5,4.8,21108504,0.021108504, N/A ,3,4,2.67,0.67,4,A,B-,D-,A,B
3281,BLUE,bluebird bio| Inc.,2.64,3.4,3.46,356152608,0.356152608, N/A ,2,4.33,3,1.33,3,A+,B,D+,B,C
3282,DIOD,Diodes Incorporated,2.64,3,4.33,3583684610,3.58368461, N/A ,3.33,0,3.67,2,0,F,A-,C,F,B+
3283,GNRC,Generac Holdings Inc.,2.64,3.16,3.85,6950628400,6.9506284, N/A ,1.33,1.67,1.67,1.33,1.33,C-,C-,D+,D+,D+
3284,KWR,Quaker Chemical Corporation,2.64,3,4.16,3045261820,3.04526182,0.0103,0.67,3.67,2.33,2,3,A-,C+,C,B,D-
3285,HIMX,Himax Technologies| Inc.,2.64,3,3.75,985453380,0.98545338,0.0878,4.33,0.67,1.33,1.33,1.67,D-,D+,D+,C-,A+
3286,DYAI,Dyadic International| Inc.,2.64,N/A,4,52436132,0.052436132, N/A ,1.67,2.67,0.67,3.33,1.67,B-,D-,B+,C-,C-
3287,SGRP,SPAR Group| Inc.,2.64,N/A,5,22535756,0.022535756, N/A ,4.33,3.33,1.67,1,0.67,B+,C-,D,D-,A+
3288,DAVA,Endava plc,2.64,4.2,4.33,2965695490,2.96569549, N/A ,1.67,2,3.67,1.33,2.33,C,A-,D+,C+,C-
3289,VIEW,View| Inc.,2.64,N/A,3,39204364,0.039204364, N/A ,4,2.33,0,0,3.67,C+,F,F,A-,A
3290,OSTK,Overstock.com| Inc.,2.64,2,3.4,947910080,0.94791008, N/A ,1.67,2.67,1,2,1,B-,D,C,D,C-
3291,PTLO,Portillo's Inc.,2.64,4,4.6,1223604220,1.22360422, N/A ,0.67,1.67,1.67,1.33,2.67,C-,C-,D+,B-,D-
3292,AORT,Artivion| Inc.,2.64,4,4.8,608209280,0.60820928, N/A ,0,3.33,3.33,3.33,1.33,B+,B+,B+,D+,F
3293,DENN,Denny's Corporation,2.64,3,3.87,499176768,0.499176768, N/A ,1.67,1.33,3,1.33,2,D+,B,D+,C,C-
3294,FSFG,First Savings Financial Group| Inc.,2.64,N/A,3.66,106046664,0.106046664,0.036,3,1,1,1.67,1,D,D,C-,D,B
3295,VIAV,Viavi Solutions Inc.,2.64,3,3.88,2197235200,2.1972352, N/A ,1.67,1,2.67,1.67,1.67,D,B-,C-,C-,C-
3296,AMEH,Apollo Medical Holdings| Inc.,2.64,3,4.33,1496344700,1.4963447, N/A ,1,0.67,3.67,2.67,1.33,D-,A-,B-,D+,D
3297,HRL,Hormel Foods Corporation,2.64,2.5,2.72,20897439700,20.8974397,0.0284,1.33,1,3,1.67,0.67,D,B,C-,D-,D+
3298,ZUMZ,Zumiez Inc.,2.64,3,3,339515040,0.33951504, N/A ,2.67,0,1.33,1.67,1.67,F,D+,C-,C-,B-
3299,MRTX,Mirati Therapeutics| Inc.,2.64,4,4.1,2255772160,2.25577216, N/A ,1,1.67,1.67,1.67,3,C-,C-,C-,B,D
3300,CELC,Celcuity Inc.,2.64,N/A,4.75,218029712,0.218029712, N/A ,2.33,4,2.33,3,1.33,A,C+,B,D+,C+
3301,BSET,Bassett Furniture Industries| Incorporated,2.64,4,3,124172464,0.124172464,0.0479,4,0.67,1.67,1.33,0.67,D-,C-,D+,D-,A
3302,SXYAY,Sika AG,2.64,4,3,41955291000,41.955291,0.0128,0,2.67,3.67,2.67,2,B-,A-,B-,C,F
3303,LH,Laboratory Corporation of America Holdings,2.64,3,4.11,17886355500,17.8863555,0.0128,0.67,0,4,2.67,0.67,F,A,B-,D-,D-
3304,VPG,Vishay Precision Group| Inc.,2.64,N/A,5,460228032,0.460228032, N/A ,3.67,3,2.67,1.67,1,B,B-,C-,D,A-
3305,TRVN,Trevena| Inc.,2.64,N/A,4,9543648,0.009543648, N/A ,3.33,3.33,1.67,1,3.67,B+,C-,D,A-,B+
3306,NCNA,NuCana plc,2.64,1,4.5,32076054,0.032076054, N/A ,3.67,0.67,1.33,1.67,3.33,D-,D+,C-,B+,A-
3307,BEAM,Beam Therapeutics Inc.,2.64,3,4.31,1935938940,1.93593894, N/A ,1.33,2.67,1,1.33,3.33,B-,D,D+,B+,D+
3308,USAU,U.S. Gold Corp.,2.64,4,4.66,33557972,0.033557972, N/A ,2.33,3,0,1.33,3,B,F,D+,B,C+
3309,SILV,SilverCrest Metals Inc.,2.63,4.33,3.85,703174590,0.70317459, N/A ,3.33,3.33,3.33,1,2.67,B+,B+,D,B-,B+
3310,IKNA,Ikena Oncology| Inc.,2.63,N/A,4.6,178099920,0.17809992, N/A ,2.33,3,0.67,3,2.33,B,D-,B,C+,C+
3311,QDEL,QuidelOrtho Corporation,2.63,3.5,4.28,5100799500,5.1007995, N/A ,1.67,0,4,2.67,1,F,A,B-,D,C-
3312,SCI,Service Corporation International,2.63,4,4.6,9163077600,9.1630776,0.0181,0.67,1,3,2,1.33,D,B,C,D+,D-
3313,CLVR,Clever Leaves Holdings Inc.,2.63,N/A,3,5731059,0.005731059, N/A ,4.33,1.33,2,0.67,4,D+,C,D-,A,A+
3314,MMSI,Merit Medical Systems| Inc.,2.63,3,4,3937649150,3.93764915, N/A ,0.67,3,3.67,2.67,1,B,A-,B-,D,D-
3315,PL,Planet Labs PBC,2.63,4,4.54,799847420,0.79984742, N/A ,2.67,3,0.67,0.67,3,B,D-,D-,B,B-
3316,STGW,Stagwell Inc.,2.63,3,4,1477230080,1.47723008, N/A ,3.67,4,2.33,1.33,1.33,A,C+,D+,D+,A-
3317,APRN,Blue Apron Holdings| Inc.,2.63,3,3.66,39102744,0.039102744, N/A ,4.33,3.33,0,0.67,0,B+,F,D-,F,A+
3318,III,Information Services Group| Inc.,2.63,3,4.5,226278864,0.226278864,0.037,3.33,2.33,2.33,1.67,1.33,C+,C+,C-,D+,B+
3319,LFST,LifeStance Health Group| Inc.,2.63,3.5,3.71,2596896000,2.596896, N/A ,1,2,3.33,3,1.33,C,B+,B,D+,D
3320,LUMN,Lumen Technologies| Inc.,2.63,3.33,2.83,1552298620,1.55229862, N/A ,4.33,0,3,0,3,F,B,F,B,A+
3321,PXLW,Pixelworks| Inc.,2.63,2,4.33,68020008,0.068020008, N/A ,3.33,2.67,1,1.33,2.67,B-,D,D+,B-,B+
3322,SEER,Seer| Inc.,2.63,3,3.25,164325728,0.164325728, N/A ,4,2.67,1,1,4.33,B-,D,D,A+,A
3323,CTS,CTS Corporation,2.63,3,3.66,1306892160,1.30689216,0.0038,1.67,2.33,3.33,2.33,0,C+,B+,C+,F,C-
3324,RYI,Ryerson Holding Corporation,2.63,N/A,3,1012069250,1.01206925,0.0235,3,1.67,2.67,1.67,2,C-,B-,C-,C,B
3325,CERE,Cerevel Therapeutics Holdings| Inc.,2.63,5,3.88,3516698880,3.51669888, N/A ,1,3,2,2,2.67,B,C,C,B-,D
3326,SEAS,SeaWorld Entertainment| Inc.,2.63,3,4.27,3120524030,3.12052403, N/A ,2.33,2,3.33,1.67,1,C,B+,C-,D,C+
3327,WKHS,Workhorse Group Inc.,2.63,2,3.85,133102088,0.133102088, N/A ,2.33,2.67,0,0,3.67,B-,F,F,A-,C+
3328,VSAT,Viasat| Inc.,2.63,3.5,3.62,2997163010,2.99716301, N/A ,3.33,2.67,1.67,0.67,2.67,B-,C-,D-,B-,B+
3329,LPL,LG Display Co.| Ltd.,2.63,3,2,3724750080,3.72475008, N/A ,3.67,0.67,1.33,1.67,0.67,D-,D+,C-,D-,A-
3330,HSON,Hudson Global| Inc.,2.63,N/A,N/A,59993212,0.059993212, N/A ,4,3.33,1.67,1.33,0,B+,C-,D+,F,A
3331,ACRX,AcelRx Pharmaceuticals| Inc.,2.63,N/A,4,14367865,0.014367865, N/A ,2.67,1.67,1.33,1.33,3.67,C-,D+,D+,A-,B-
3332,BRDG,Bridge Investment Group Holdings Inc.,2.63,3,4,1191365120,1.19136512,0.075,3.67,1,2.67,0.67,1.67,D,B-,D-,C-,A-
3333,TFX,Teleflex Incorporated,2.63,3.5,3.31,10030476300,10.0304763,0.0064,0,0.67,4,2.33,1.33,D-,A,C+,D+,F
3334,AMPG,AmpliTech Group| Inc.,2.63,N/A,4,18411660,0.01841166, N/A ,4.33,2.67,1.67,1.33,1,B-,C-,D+,D,A+
3335,MIXT,MiX Telematics Limited,2.63,4.33,4.5,131102528,0.131102528,0.038,4,1.67,3,1.33,0.67,C-,B,D+,D-,A
3336,ZFOX,ZeroFox Holdings| Inc.,2.63,4,4.33,122438832,0.122438832, N/A ,4,3,0.67,0,4,B,D-,F,A,A
3337,LXU,LSB Industries| Inc.,2.63,3,4.12,792510590,0.79251059, N/A ,3.33,0,3.67,1.67,1.67,F,A-,C-,C-,B+
3338,NRGOF,Newrange Gold Corp.,2.62,N/A,5,2512055.2,0.002512055, N/A ,-1,2,0,3.67,-1,C,F,A-,N/A,N/A
3339,NOVT,Novanta Inc.,2.62,2,4,5668458500,5.6684585, N/A ,0.67,2,2.67,2.67,1,C,B-,B-,D,D-
3340,PASG,Passage Bio| Inc.,2.62,N/A,4.83,41163288,0.041163288, N/A ,4.33,0.67,1.67,1.33,2.33,D-,C-,D+,C+,A+
3341,TENX,Tenax Therapeutics| Inc.,2.62,N/A,4,7039418,0.007039418, N/A ,4,4,1.67,1,4.33,A,C-,D,A+,A
3342,CMCL,Caledonia Mining Corporation Plc,2.62,3,5,216249584,0.216249584,0.0497,3.67,1,2,1.67,0,D,C,C-,F,A-
3343,DH,Definitive Healthcare Corp.,2.62,4,3.71,1280594300,1.2805943, N/A ,0.67,4,4,1.67,3,A,A,C-,B,D-
3344,NPSNY,Naspers Limited,2.62,5,5,26625677300,26.6256773,0.0046,0,1,0.67,2.67,1,D,D-,B-,D,F
3345,ELMD,Electromed| Inc.,2.62,4,5,91626600,0.0916266, N/A ,0.67,2.67,3.67,3,0,B-,A-,B,F,D-
3346,STIM,Neuronetics| Inc.,2.62,3,4,41866412,0.041866412, N/A ,3.67,2.33,2.67,0.67,4.33,C+,B-,D-,A+,A-
3347,ATOS,Atossa Therapeutics| Inc.,2.62,2,4.66,99370304,0.099370304, N/A ,3.33,2,1.67,3.33,0,C,C-,B+,F,B+
3348,SYBX,Synlogic| Inc.,2.62,N/A,4.66,23044186,0.023044186, N/A ,3.67,1.33,1.67,1,3.67,D+,C-,D,A-,A-
3349,DASTY,Dassault SystŠmes SE,2.62,3,3,49686983000,49.686983,0.0059,0,1.67,4,2,1.67,C-,A,C,C-,F
3350,BGFV,Big 5 Sporting Goods Corporation,2.62,3,3,156752560,0.15675256,0.1383,4.33,0,1.67,1,0,F,C-,D,F,A+
3351,CASI,CASI Pharmaceuticals| Inc.,2.62,N/A,4,27708734,0.027708734, N/A ,4,3.67,2,3,0,A-,C,B,F,A
3352,TMQ,Trilogy Metals Inc.,2.62,N/A,3.57,74754968,0.074754968, N/A ,3.33,2.67,0,1.33,2.67,B-,F,D+,B-,B+
3353,NRIX,Nurix Therapeutics| Inc.,2.62,3,4.38,428016640,0.42801664, N/A ,2.67,2.67,1,2,2.67,B-,D,C,B-,B-
3354,MLNK,MeridianLink| Inc.,2.62,3,3.22,1392082180,1.39208218, N/A ,1,1.33,3.67,2.33,0,D+,A-,C+,F,D
3355,PLL,Piedmont Lithium Inc.,2.62,4,4.88,870295940,0.87029594, N/A ,3.67,2.67,1.33,0.67,2.33,B-,D+,D-,C+,A-
3356,SCWX,SecureWorks Corp.,2.62,2,2.5,534658912,0.534658912, N/A ,2.67,0.67,1.33,1.67,2,D-,D+,C-,C,B-
3357,SMTC,Semtech Corporation,2.62,3,4.25,1603076610,1.60307661, N/A ,2,0.67,1,2,1.67,D-,D,C,C-,C
3358,WRN,Western Copper and Gold Corporation,2.62,3.5,4,230694352,0.230694352, N/A ,2.33,3.33,1.33,1.67,2.67,B+,D+,C-,B-,C+
3359,ARWR,Arrowhead Pharmaceuticals| Inc.,2.62,4,4.3,3273671170,3.27367117, N/A ,1,4,1.33,2.67,1.33,A,D+,B-,D+,D
3360,RVTY,Revvity| Inc.,2.62,4,3.88,14081847300,14.0818473,0.0025,0,4,4,2.67,0.67,A,A,B-,D-,F
3361,BMBL,Bumble Inc.,2.62,4,4.05,2967344380,2.96734438, N/A ,1,2.67,2,1.33,2.33,B-,C,D+,C+,D
3362,TECH,Bio-Techne Corporation,2.62,3,4.53,11716084700,11.7160847,0.0043,0,1,4,2.67,0,D,A,B-,F,F
3363,ILLMF,illumin Holdings Inc.,2.62,5,4.16,82097120,0.08209712, N/A ,2.67,1.33,1.33,2,1.33,D+,D+,C,D+,B-
3364,SLDP,Solid Power| Inc.,2.62,4,3.16,378187744,0.378187744, N/A ,2.33,2.33,1.67,1,2.67,C+,C-,D,B-,C+
3365,BAX,Baxter International Inc.,2.62,3,3.58,19790301200,19.7903012,0.0297,1,0,3.67,2.33,0.67,F,A-,C+,D-,D
3366,WB,Weibo Corporation,2.62,3,4.12,2830307840,2.83030784, N/A ,3.67,2.67,3.67,1,1.33,B-,A-,D,D+,A-
3367,ICHR,Ichor Holdings| Ltd.,2.61,3,4.25,930227390,0.93022739, N/A ,2.33,0,2.33,2.33,1,F,C+,C+,D,C+
3368,AEYE,AudioEye| Inc.,2.61,4,4.66,65524988,0.065524988, N/A ,1.67,2.67,1,2.67,0.67,B-,D,B-,D-,C-
3369,NEXI,NexImmune| Inc.,2.61,N/A,3,5215690,0.00521569, N/A ,4.33,0.67,0.67,1,4.33,D-,D-,D,A+,A+
3370,ZBRA,Zebra Technologies Corporation,2.61,3,4.16,13080502300,13.0805023, N/A ,2,1,3,1.67,0,D,B,C-,F,C
3371,ASIX,AdvanSix Inc.,2.61,3,4.33,856667070,0.85666707,0.0189,3,2,2.33,1.33,0,C,C+,D+,F,B
3372,DXC,DXC Technology Company,2.61,3,2.92,4245057540,4.24505754, N/A ,4,0.67,2.33,1.33,0.67,D-,C+,D+,D-,A
3373,SVM,Silvercorp Metals Inc.,2.61,3.5,4.66,448381312,0.448381312,0.0094,3,3,3,1.67,1.67,B,B,C-,C-,B
3374,ARAY,Accuray Incorporated,2.61,4,5,267554384,0.267554384, N/A ,0.67,3.67,3.67,3,1,A-,A-,B,D,D-
3375,BWV,Blue Water Biotech| Inc.,2.61,N/A,3.5,12230644,0.012230644, N/A ,3.67,2.67,1.67,1,4.33,B-,C-,D,A+,A-
3376,AU,AngloGold Ashanti Limited,2.61,3,3.25,7516814800,7.5168148,0.0121,1,1.33,2.33,1.67,2.67,D+,C+,C-,B-,D
3377,FLIC,The First of Long Island Corporation,2.61,3,3,282159584,0.282159584,0.0691,3.67,1,1.33,1,0,D,D+,D,F,A-
3378,BAND,Bandwidth Inc.,2.61,3,3.8,331197376,0.331197376, N/A ,1.67,3.33,2,1.67,2.67,B+,C,C-,B-,C-
3379,ESTA,Establishment Labs Holdings Inc.,2.61,3,4.87,1357604350,1.35760435, N/A ,1.67,3.33,2.33,2,2.33,B+,C+,C,C+,C-
3380,CELL,PhenomeX Inc.,2.61,4,3,98525520,0.09852552, N/A ,4,1.33,1.67,2.67,1.33,D+,C-,B-,D+,A
3381,LE,Lands' End| Inc.,2.61,2,3,220610224,0.220610224, N/A ,3.67,1.33,2,1.67,1.33,D+,C,C-,D+,A-
3382,PRCT,PROCEPT BioRobotics Corporation,2.61,4,4.62,1670335100,1.6703351, N/A ,1.67,4.33,1.33,2.67,1.33,A+,D+,B-,D+,C-
3383,GDS,GDS Holdings Limited,2.61,3,4.36,2138017280,2.13801728, N/A ,2.67,2.67,0.67,1,3,B-,D-,D,B,B-
3384,SLGN,Silgan Holdings Inc.,2.61,3,4.36,4837642800,4.8376428,0.0159,1,2,2.33,1.67,2,C,C+,C-,C,D
3385,TOUR,Tuniu Corporation,2.61,N/A,5,151035408,0.151035408, N/A ,2.67,2.33,0.67,1.33,-1,C+,D-,D+,N/A,B-
3386,ALHC,Alignment Healthcare| Inc.,2.61,3,4.2,1081443840,1.08144384, N/A ,2.67,2.67,3.33,1.67,2.67,B-,B+,C-,B-,B-
3387,STXS,Stereotaxis| Inc.,2.61,3,4.8,121583376,0.121583376, N/A ,2,2,2.67,2,2.33,C,B-,C,C+,C
3388,MOLN,Molecular Partners AG,2.61,N/A,3.66,142698176,0.142698176, N/A ,3.33,2.33,3,2,1.67,C+,B,C,C-,B+
3389,GOL,Gol Linhas A‚reas Inteligentes S.A.,2.61,3,3.12,8393910300,8.3939103, N/A ,3.67,3.33,3,1,1.67,B+,B,D,C-,A-
3390,OCUL,Ocular Therapeutix| Inc.,2.61,2,4.42,286579840,0.28657984, N/A ,1.67,3.67,1,2,3,A-,D,C,B,C-
3391,AMRN,Amarin Corporation plc,2.61,3,3.6,407909184,0.407909184, N/A ,4,2.67,3,2,2,B-,B,C,C,A
3392,VVOS,Vivos Therapeutics| Inc.,2.61,N/A,4.5,7320581,0.007320581, N/A ,4,2.67,1,1,4,B-,D,D,A,A
3393,BZUN,Baozun Inc.,2.61,3,4.25,208992304,0.208992304, N/A ,4,4,1.67,0.67,2,A,C-,D-,C,A
3394,NVTA,Invitae Corporation,2.61,2,2.54,219633248,0.219633248, N/A ,3.33,1.33,1.67,0.67,3.33,D+,C-,D-,B+,B+
3395,PRNDY,Pernod Ricard SA,2.61,3,5,46847648000,46.847648,0.0268,1.33,2.33,3.33,1.67,0,C+,B+,C-,F,D+
3396,NRBO,NeuroBo Pharmaceuticals| Inc.,2.6,N/A,5,17458378,0.017458378, N/A ,3.67,4,1,1,3.67,A,D,D,A-,A-
3397,ROG,Rogers Corporation,2.6,3,4.5,2619277570,2.61927757, N/A ,1.67,2.33,2,1.67,2,C+,C,C-,C,C-
3398,UNF,UniFirst Corporation,2.6,3,3.2,3222341630,3.22234163,0.0072,0.67,0.67,1.67,1.67,0,D-,C-,C-,F,D-
3399,TERN,Terns Pharmaceuticals| Inc.,2.6,4,4.22,315130976,0.315130976, N/A ,3,3.67,2.33,1.33,3.33,A-,C+,D+,B+,B
3400,SNOA,Sonoma Pharmaceuticals| Inc.,2.6,N/A,5,5091341,0.005091341, N/A ,4.33,3.33,2.33,1.67,-1,B+,C+,C-,N/A,A+
3401,SYIEY,Symrise AG,2.6,3,3,13706005500,13.7060055,0.0117,0,3.67,2.67,2,1.67,A-,B-,C,C-,F
3402,ELYS,Elys Game Technology| Corp.,2.6,N/A,4,15098195,0.015098195, N/A ,3.33,3.67,0,2.33,1,A-,F,C+,D,B+
3403,DTIL,Precision BioSciences| Inc.,2.6,4,4.25,48306604,0.048306604, N/A ,3,1.67,2.67,0.67,4,C-,B-,D-,A,B
3404,IPGP,IPG Photonics Corporation,2.6,3,3.55,4730072100,4.7300721, N/A ,2,0.67,3.33,2,1.33,D-,B+,C,D+,C
3405,BIOX,Bioceres Crop Solutions Corp.,2.6,4,4.8,703597500,0.7035975, N/A ,1.33,3.67,1.67,1.67,1.67,A-,C-,C-,C-,D+
3406,MYE,Myers Industries| Inc.,2.6,4,4,653001280,0.65300128,0.0304,2.67,2.67,2.67,1.67,2,B-,B-,C-,C,B-
3407,FLGC,Flora Growth Corp.,2.6,N/A,4.5,17684856,0.017684856, N/A ,4,2.33,0,0,4.33,C+,F,F,A+,A
3408,BCYC,Bicycle Therapeutics plc,2.6,4,4.46,866106820,0.86610682, N/A ,1.67,2.33,3,2,1.67,C+,B,C,C-,C-
3409,RIGL,Rigel Pharmaceuticals| Inc.,2.6,3,3.5,197903456,0.197903456, N/A ,2.33,2.33,2.33,2,2.33,C+,C+,C,C+,C+
3410,IRIX,IRIDEX Corporation,2.6,N/A,3.5,31484460,0.03148446, N/A ,3.67,2,3,2.67,0,C,B,B-,F,A-
3411,VTYX,Ventyx Biosciences| Inc.,2.6,3,4.63,2047550980,2.04755098, N/A ,1,3.67,1.67,3,1,A-,C-,B,D,D
3412,GLT,Glatfelter Corporation,2.6,N/A,3,118020288,0.118020288, N/A ,3,3,1.33,0.67,-1,B,D+,D-,N/A,B
3413,KRYAY,Kerry Group plc,2.6,3,2,15664986100,15.6649861,0.0127,0.67,2,3,2,0,C,B,C,F,D-
3414,CNFR,Conifer Holdings| Inc.,2.6,N/A,2,13934084,0.013934084, N/A ,3.67,4.33,0.67,0,1.33,A+,D-,F,D+,A-
3415,EGAN,eGain Corporation,2.6,N/A,3.5,184838832,0.184838832, N/A ,2.33,0.67,2.67,1.33,2,D-,B-,D+,C,C+
3416,AMN,AMN Healthcare Services| Inc.,2.6,3,4.11,3345614340,3.34561434, N/A ,3.33,0,4,2.33,1,F,A,C+,D,B+
3417,MEIP,MEI Pharma| Inc.,2.6,N/A,4,34980000,0.03498, N/A ,3,2.67,2.33,2.33,2,B-,C+,C+,C,B
3418,SY,So-Young International Inc.,2.6,3,5,115249632,0.115249632, N/A ,3.33,1,1,1.67,2,D,D,C-,C,B+
3419,A,Agilent Technologies| Inc.,2.6,4,4.05,33913790500,33.9137905,0.0076,0,1,4.33,2.33,0.67,D,A+,C+,D-,F
3420,PRTC,PureTech Health plc,2.6,N/A,5,790036350,0.79003635, N/A ,2.33,3,3,2.67,1,B,B,B-,D,C+
3421,ALLO,Allogene Therapeutics| Inc.,2.6,2,4.22,662124160,0.66212416, N/A ,2,2.33,2.67,1.33,3,C+,B-,D+,B,C
3422,CYXTQ,Cyxtera Technologies| Inc.,2.6,N/A,2,7086477,0.007086477, N/A ,4.33,2.67,1,0,-1,B-,D,F,N/A,A+
3423,HOTH,Hoth Therapeutics| Inc.,2.6,N/A,5,5844740,0.00584474, N/A ,4,2,1,1,3.67,C,D,D,A-,A
3424,ASPN,Aspen Aerogels| Inc.,2.6,3,4.77,452135904,0.452135904, N/A ,2,3.67,0,0.67,3.67,A-,F,D-,A-,C
3425,OLYMY,Olympus Corporation,2.59,2,5,16963041300,16.9630413,0.0083,0.67,2.67,4,2,-1,B-,A,C,N/A,D-
3426,CODA,Coda Octopus Group| Inc.,2.59,4,5,70486184,0.070486184, N/A ,3.33,1,4,2,1,D,A,C,D,B+
3427,GMVDF,G Medical Innovations Holdings Ltd,2.59,N/A,5,1736872,0.001736872, N/A ,4.33,4,0,0,4,A,F,F,A,A+
3428,CHEF,The Chefs' Warehouse| Inc.,2.59,3,4.71,1136025340,1.13602534, N/A ,2.33,4.33,1.33,1.33,0.67,A+,D+,D+,D-,C+
3429,EHAB,Enhabit| Inc.,2.59,3,2.75,626775230,0.62677523, N/A ,2.33,0,3.33,2.67,0.67,F,B+,B-,D-,C+
3430,RARE,Ultragenyx Pharmaceutical Inc.,2.59,3,4.5,2806310910,2.80631091, N/A ,1,2.67,1,2.33,1.67,B-,D,C+,C-,D
3431,HEPA,Hepion Pharmaceuticals| Inc.,2.59,N/A,5,21225738,0.021225738, N/A ,3.67,1,1,1,3.67,D,D,D,A-,A-
3432,ADPT,Adaptive Biotechnologies Corporation,2.59,3,4,898246210,0.89824621, N/A ,1.67,2.67,2.33,1.67,2.33,B-,C+,C-,C+,C-
3433,UCTT,Ultra Clean Holdings| Inc.,2.59,3,4.66,1357101310,1.35710131, N/A ,3,1,2.33,1.67,0,D,C+,C-,F,B
3434,ATHE,Alterity Therapeutics Limited,2.59,N/A,5,10198929,0.010198929, N/A ,3.67,1.67,2.33,2.33,2.33,C-,C+,C+,C+,A-
3435,AMSWA,American Software| Inc.,2.59,3,4.75,383005888,0.383005888,0.039,2,2.67,2.67,1.67,1.33,B-,B-,C-,D+,C
3436,ENV,Envestnet| Inc.,2.59,3,3.66,2765973760,2.76597376, N/A ,1,2.33,2,2,1.33,C+,C,C,D+,D
3437,STRO,Sutro Biopharma| Inc.,2.59,4,4.44,255424128,0.255424128, N/A ,2.67,3,4,1.67,2.33,B,A,C-,C+,B-
3438,XFOR,X4 Pharmaceuticals| Inc.,2.59,4,4.75,198954128,0.198954128, N/A ,2.33,4.33,0.67,3,1,A+,D-,B,D,C+
3439,CCSI,Consensus Cloud Solutions| Inc.,2.59,3,4,507907648,0.507907648, N/A ,3.67,1.33,3.33,1,2.33,D+,B+,D,C+,A-
3440,DYNT,Dynatronics Corporation,2.59,N/A,4.66,2935515,0.002935515, N/A ,4.33,4.33,3.33,1,2,A+,B+,D,C,A+
3441,VXRT,Vaxart| Inc.,2.59,N/A,4.33,112608520,0.11260852, N/A ,2.33,2,2.33,1.67,3,C,C+,C-,B,C+
3442,REVB,Revelation Biosciences| Inc.,2.59,N/A,4,4722977,0.004722977, N/A ,4.33,-1,3.67,0,1,N/A,A-,F,D,A+
3443,DCTH,Delcath Systems| Inc.,2.59,3.5,4.4,72563312,0.072563312, N/A ,1.33,3,1,3,1.33,B,D,B,D+,D+
